question_id,question_number,question_text,question_file
0625_m17_qp_22_14,14,"At –39  °C, liquid mercury solidifies without a change of temperature.  Which row shows whether the mercury absorbs or releases energy and what happens to the bonds between the mercury atoms?   energy bonds between atoms 
A absorbed stronger 
B absorbed weaker 
C released stronger 
D released weaker 
",0625_m17_qp_22
0625_m17_qp_22_15,15,"A model thermometer consists of a flask of coloured water and a stopper with a glass tube passing through it, as shown.  
glass tube
stopper
coloured wate rflasktemperature scale
  The model thermometer can be changed in one of two ways.  ● The flask can be replaced with a larger one full of coloured water. ● The glass tube can be replaced with one with a larger internal diameter.  Which statement is correct? A Only using a larger flask increases the sensitivity. B Only using a wider tube increases the sensitivity. C Using a larger flask increases the sensitivity and using a wider tube increases the sensitivity. D Neither using a larger flask nor using a wider tube increases the sensitivity.     © UCLES 2017 0625/22/F/M/17",0625_m17_qp_22
0625_m17_qp_22_16,16,"A metal has a specific heat capacity of 360  J / (kg  °C). An object made of this metal has a mass of 2.0
 kg.  What is the thermal capacity (heat capacity) of the object? A 180
 J / °C B 180  J / kg C 720  J / °C D 720  J / kg ",0625_m17_qp_22
0625_m17_qp_22_17,17,In which type of substance are free electrons involved in the transfer of thermal energy? A all liquids B all solids C metals only D plastics only ,0625_m17_qp_22
0625_m17_qp_22_18,18,"Four objects, made of the same material and having the same mass, are at the same temperature. The objects have different surfaces and different surface areas.  Which object emits infra-red radiation at the greatest rate?   surface surface area 
A dull large 
B dull small 
C shiny large 
D shiny small 
",0625_m17_qp_22
0625_m17_qp_22_19,19,"A person uses a surfboard to ride every 30th wave crest towards the beach. The wave crest travels at a speed of 1.6
 m  / s and the distance between each wave crest is 24  m.  How many wave crests does the person surf in one hour? A 1 B 2 C 8 D 450     © UCLES 2017 0625/22/F/M/17 [Turn over",0625_m17_qp_22
0625_m17_qp_22_20,20,"In a shallow tank, a water wave moves towards a barrier with a narrow gap.  
barrier
waterwave
  Which diagram shows the wave beyond the barrier?  
AB
CD
 ",0625_m17_qp_22
0625_m17_qp_22_21,21,Light passes along an optical fibre.  What happens to the light within the fibre? A diffraction B dispersion C refraction D total internal reflection     © UCLES 2017 0625/22/F/M/17,0625_m17_qp_22
0625_m17_qp_22_22,22,"The points labelled F are the principal foci of a lens. A beam of parallel light is incident on the lens.  Which diagram shows the path of the light after it passes through the lens?  
A
FF
B
FF
C
FF
D
FF
 ",0625_m17_qp_22
0625_m17_qp_22_23,23,Which statement about sound waves is correct? A They are able to travel through a vacuum. B They are able to travel through solids. C They are transverse waves. D They travel at the same speed in all substances. ,0625_m17_qp_22
0625_m17_qp_22_24,24,"Which statement about ultrasound is correct? A It is produced by a rapidly vibrating source. B It is uncomfortable to human ears. C Its frequency must be greater than 300
 kHz. D It travels the fastest in a vacuum.   1 © UCLES 2017 0625/22/F/M/17 [Turn over",0625_m17_qp_22
0625_m17_qp_22_25,25,"A small compass is placed close to a strong bar magnet, the same distance from each end.  Which diagram shows the direction in which the compass needle points?  
NA
SNB
SNC
SND
S compass compass compass compass
 ",0625_m17_qp_22
0625_m17_qp_22_26,26,"A bar magnet can be demagnetised by hammering it for a long time or by slowly removing it from a coil connected to a power supply.  Which row completes the descriptions of how these processes are carried out?   hammering bar magnet for a long time with slowly removing bar magnetfrom a coil connected to 
A magnet aligned E-W a d.c. power supply 
B magnet aligned E-W an a.c. power supply 
C magnet aligned N-S a d.c. power supply 
D magnet aligned N-S an a.c. power supply 
",0625_m17_qp_22
0625_m17_qp_22_27,27,Which particles move in a metal to cause an electric current? A electrons B neutrons C nucleons D protons    1 © UCLES 2017 0625/22/F/M/17,0625_m17_qp_22
0625_m17_qp_22_28,28,"The diagrams represent four copper wires.  Which wire has the greatest resistance?  
10  mm1
 mm 2  mm 1  mm 2  mm10 mm 20 mm20  mmA B C D 
 ",0625_m17_qp_22
0625_m17_qp_22_29,29,"An air-conditioning unit, a lamp and an electric fire all receive electrical energy from the mains supply.  From which of these devices is all this energy eventually transferred to the surroundings?   air-conditioning unit lamp electric fire  
A /a19 /a19 /a19 key 
B /a19 /a23 /a19 /a19= all energy transferred to surroundings 
C /a23 /a19 /a19 /a23= not all energy transferred to surroundings 
D /a23 /a23 /a19  
",0625_m17_qp_22
0625_m17_qp_22_30,30,"Four circuits are set up.  In which circuit does the ammeter show the greatest reading?  
2.0  Ω3.0
 ΩA12 VA2.0
 Ω3.0
 ΩA12 VB2.0
 Ω3.0
 ΩA12 VC2.0
 Ω3.0
 ΩA12 VD
    1 © UCLES 2017 0625/22/F/M/17 [Turn over",0625_m17_qp_22
0625_m17_qp_22_31,31,"The diagram shows an electric circuit.  
V
  The light falling on the light-dependent resistor (LDR) increases in brightness.  What happens to the resistance of the LDR, the current in the fixed resistor and the reading on the voltmeter?   resistance of LDR current in fixed resistor reading on voltmeter 
A decreases increases decreases 
B decreases increases increases 
C increases decreases decreases 
D increases decreases increases 
",0625_m17_qp_22
0625_m17_qp_22_32,32,"The diagram shows two linked circuits to control when a bell is switched on.  
  The conditions are altered and only one pair of conditions causes the bell to ring.  Which pair causes the bell to ring? A bright light and high temperature B bright light and low temperature C dim light and high temperature D dim light and low temperature   1 © UCLES 2017 0625/22/F/M/17",0625_m17_qp_22
0625_m17_qp_22_33,33,"The truth table for a logic gate is shown.  input 1 input 2 output 
0 0  0 1 0 
1 0 0 
1 1 0 
 Which type of logic gate is it? A AND B NOR C NOT D OR ",0625_m17_qp_22
0625_m17_qp_22_34,34,"In this circuit, a component at X automatically protects the wiring from overheating if there is a fault.  
electrical supply X
  Which row indicates components that are suitable?   circuit breaker fuse switch  
A /a19 /a19 /a19 key 
B /a19 /a19 /a23 /a19= suitable 
C /a19 /a23 /a19 /a23= not suitable 
D /a23 /a19 /a23  
   1 © UCLES 2017 0625/22/F/M/17 [Turn over",0625_m17_qp_22
0625_m17_qp_22_35,35,"The diagram shows a simple transformer with an input of 240  V and an output of 40  V.  There are 600 turns on the primary coil.  
output input 600 turns 240
 V4 0  Vprimary coil secondary coil
  How many turns are there on the secondary coil? A 100 B 320 C 400 D 3600 ",0625_m17_qp_22
0625_m17_qp_22_36,36,"The diagram shows a current-carrying wire. The wire is at 90 ° to a magnetic field. The direction of the magnetic field is into the page.  
wire magnetic fieldinto the page current
  A force acts on the wire due to the current and the magnetic field.  In which direction does the force act? A into the page B out of the page C towards the bottom of the diagram D towards the top of the diagram    1  
Permission to reproduce items where third-par ty owned material protected by copyright is  included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity.  To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet. This is produced for each series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge Asse ssment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2017 0625/22/F/M/17",0625_m17_qp_22
0625_m17_qp_22_37,37,"A radioactive substance emits radiation at a rate of 600 emissions per second. Four hours later, it emits radiation at a rate of 300 emissions per second.  What is the half-life of the substance and what is the rate of emission after a further four hours?   half-life
 / hours rate of emission after a further four hours /
 emissions per second 
A 2 0 
B 2 150 
C 4 0 
D 4 150 
",0625_m17_qp_22
0625_m17_qp_22_38,38,"The nuclide notation for an isotope of silver is 
Ag10947.  How many nucleons are in a nucleus of this isotope? A 47 B 62 C 109 D 156 ",0625_m17_qp_22
0625_m17_qp_22_39,39,"The equation represents an isotope of radium Ra decaying to an isotope of radon Rn with the emission of particle X.  
Ra22688 → Rn22286 + X  What is particle X? A 
e01− B H11 C He42 D n10 ",0625_m17_qp_22
0625_m17_qp_22_40,40,An atomic nucleus decays by one or more radioactive decay processes.  What causes the proton number to decrease by 1? A α-decay followed by β-decay B α-decay only C β-decay followed by γ-decay D β-decay only    ,0625_m17_qp_22
0625_s13_qp_11_01,1,"The diagrams show the readings on a measuring cylinder before and after a small metal cube is added.  
10987654321cm3cm3
10987654321
before afterwater metal cube
  How many more identical cubes can be added to the cylinder, without causing the water to overflow? Do not include the cube already in the cylinder. A 1 B 2 C 3 D 4 ",0625_s13_qp_11
0625_s13_qp_11_02,2,Which person is experiencing an acceleration? A a driver of a car that is braking to stop at traffic lights B a passenger in a train that is stationary in a railway station C a shopper in a large store ascending an escalator (moving stairs) at a uniform rate D a skydiver falling at constant speed towards the Earth ,0625_s13_qp_11
0625_s13_qp_11_03,3,"A car travels at various speeds during a short journey.  The table shows the distances travelled and the times taken during each of four stages P, Q, R and S.  stage P Q R S 
distance travelled  / km 1.8 3.6 2.7 2. time taken  / minutes 2 2 4   During which two stages is the car travelling at the same average speed? A P and Q B P and S C Q and R D R and S     © UCLES 2013 0625/11/M/J/13 [Turn over",0625_s13_qp_11
0625_s13_qp_11_04,4,"Two blocks of metal X and Y hang from spring balances, as shown in the diagrams.  
0
1
2
3
4
5
X
YN0
1
2
3
4
5N
  What does the diagram show about X and Y? A They have the same mass and the same volume but different weights. B They have the same mass and the same weight but different volumes. C They have the same mass, the same volume and the same weight. D They have the same weight and the same volume but different masses. ",0625_s13_qp_11
0625_s13_qp_11_05,5,"A 1
 kg sample of aluminium is stored in a laboratory. In a different laboratory, in the same town,  there is a 1
 kg sample of iron.  Which quantity must these two samples always have in common? A the same density B the same temperature C the same volume D the same weight     © UCLES 2013 0625/11/M/J/13",0625_s13_qp_11
